Instrument,CompanyName,BusinessSector,CompanyMarketCap,CreditCombinedPD,ReturnOnAssets,TotalDebttoCommonEquity,PriceMomentumT12MVolatility
KRNT.OQ,Kornit Digital Ltd,Industrial Goods,804545895.92,0.060431,-3.229,0.0,19.939815
KOS.N,Kosmos Energy Ltd,Energy - Fossil Fuels,2990843121.5,0.355489,9.98,2.82531,13.901236
KHC.OQ,Kraft Heinz Co,Food & Beverages,46215977989.92,0.076141,3.74,0.4123,5.718998
KTOS.OQ,Kratos Defense and Security Solutions Inc,Industrial Goods,2444676273.12,0.084599,2.54,0.32906,10.053134
DNUT.OQ,Krispy Kreme Inc,Cyclical Consumer Services,2312602800.0,0.150329,1.58,0.65123,8.265706
KR.N,Kroger Co,Food & Drug Retailing,33115061265.41,0.122019,6.29,1.3322,4.267575
KRYS.OQ,Krystal Biotech Inc,Pharmaceuticals & Medical Research,3620564518.8,0.032518,,0.0,13.476729
KLIC.OQ,Kulicke and Soffa Industries Inc,Technology Equipment,2866631023.76,0.020732,6.799,0.00264,9.268178
KURA.OQ,Kura Oncology Inc,Pharmaceuticals & Medical Research,1141562346.07,0.063832,-27.429,0.02179,17.101158
KRUS.OQ,Kura Sushi USA Inc,Cyclical Consumer Services,988497286.7,0.124675,0.59,0.00061,18.440744
KYMR.OQ,Kymera Therapeutics Inc,Pharmaceuticals & Medical Research,1668483243.64,0.168846,-25.609,0.00541,21.864385
KD.N,Kyndryl Holdings Inc,Software & IT Services,4837098990.92,0.269321,-11.529,2.38022,15.297218
LHX.N,L3Harris Technologies Inc,Industrial Goods,39386463742.2,0.118664,7.32,0.38034,6.616083
LZB.N,La-Z-Boy Inc,Cyclical Consumer Products,1546907443.2,0.060621,8.8,0.00037,6.105534
LH.N,Laboratory Corporation of America Holdings,Healthcare Services & Equipment,18973452000.0,0.071019,9.009,0.53778,6.655162
LADR.N,Ladder Capital Corp,Real Estate,1431563851.92,0.876729,,2.76891,9.761105
LKFN.OQ,Lakeland Financial Corp,Banking & Investment Services,1595840681.0,0.132107,1.6,0.52215,14.350891
LRCX.OQ,Lam Research Corp,Technology Equipment,100118428640.0,0.05177,25.789,0.61041,4.906247
LAMR.OQ,Lamar Advertising Co,Real Estate,10854644293.62,0.486849,7.0,2.78581,9.12033
LW.N,Lamb Weston Holdings Inc,Food & Beverages,15469513160.7,0.173836,12.74,2.4532,9.23362
LANC.OQ,Lancaster Colony Corp,Food & Beverages,4724668900.0,0.029893,,0.00487,5.459086
LSTR.OQ,Landstar System Inc,Transportation,6972512345.68,0.02014,21.67,0.22131,5.836359
LNTH.OQ,Lantheus Holdings Inc,Healthcare Services & Equipment,3851829964.72,0.131744,,1.24806,16.404876
LSCC.OQ,Lattice Semiconductor Corp,Technology Equipment,8992548761.55,0.025892,,0.26429,13.732633
LAUR.OQ,Laureate Education Inc,Academic & Educational Services,2053644126.3,0.132749,,0.29903,5.758165
LAZ.N,Lazard Inc,Banking & Investment Services,4300898710.74,0.111558,5.91,4.08982,11.530927
LCII.N,LCI Industries,Automobiles & Auto Parts,3015144375.74,0.246485,,0.81026,7.193806
LEA.N,Lear Corp,Automobiles & Auto Parts,7652434055.85,0.102208,3.85,0.55824,7.581665
LZ.OQ,LegalZoom.com Inc,Software & IT Services,2025929091.34,0.028552,7.469,0.0,10.2378
LEG.N,Leggett & Platt Inc,Cyclical Consumer Products,3391646197.44,0.369121,,1.28189,6.548995
LDOS.N,Leidos Holdings Inc,Software & IT Services,15151833301.32,0.052531,6.919,1.14445,7.974965
LMAT.OQ,LeMaitre Vascular Inc,Healthcare Services & Equipment,1239839557.15,0.020223,6.839,0.0,10.431976
LMND.N,Lemonade Inc,Insurance,1162129716.78,0.294084,-18.65,,18.5458
LC.N,LendingClub Corp,Banking & Investment Services,908988295.01,0.424347,5.5,0.1119,22.496497
LEN.N,Lennar Corp,Cyclical Consumer Products,47914927859.14,0.094887,10.199,0.19802,7.447622
LENb.N,Lennar Corp,Cyclical Consumer Products,47914927859.14,,,0.19802,
LESL.OQ,Leslie's Inc,Retailers,1196325518.3,0.62439,4.769,,17.836059
LEVI.N,Levi Strauss & Co,Cyclical Consumer Products,6314444480.7,0.282263,10.12,0.5233,8.938545
LGIH.OQ,LGI Homes Inc,Cyclical Consumer Products,2925925489.56,0.288317,11.929,0.76643,11.746527
LICY.N,Li-Cycle Holdings Corp,Industrial & Commercial Services,96005357.3608,5.3188,,,29.991444
LBRDK.OQ,Liberty Broadband Corp,Cyclical Consumer Services,11152404303.5,0.201066,,0.48238,8.242436
LBRDA.OQ,Liberty Broadband Corp,Cyclical Consumer Services,11152404303.5,0.201066,,0.48238,8.548729
LBRT.N,Liberty Energy Inc,Energy - Fossil Fuels,2940529222.88,0.078318,20.55,0.16878,10.533227
LBTYA.OQ,Liberty Global Ltd,Telecommunications Services,7737843846.06,0.10201,-0.19,0.61343,7.610035
LBTYK.OQ,Liberty Global Ltd,Telecommunications Services,7737843846.06,0.10201,-0.19,0.61343,7.725927
LILAK.OQ,Liberty Latin America Ltd,Telecommunications Services,1490531105.79,0.728673,,4.1101,8.814383
LSXMK.OQ,Liberty Media Corp,Cyclical Consumer Services,27976637217.38,0.132196,,0.42648,12.709314
FWONK.OQ,Liberty Media Corp,Cyclical Consumer Services,27976637217.38,0.132196,4.92,0.42648,4.744122
FWONA.OQ,Liberty Media Corp,Cyclical Consumer Services,27976637217.38,0.132196,4.92,0.42648,4.604134
LSXMA.OQ,Liberty Media Corp,Cyclical Consumer Services,27976637217.38,0.132196,,0.42648,12.844676
LTH.N,Life Time Group Holdings Inc,Cyclical Consumer Services,2832216352.42,0.694,-0.11,0.86787,11.090034
LFCR.OQ,Lifecore Biomedical Inc,Pharmaceuticals & Medical Research,208313301.03,2.243679,,,51.591751
LFST.OQ,Lifestance Health Group Inc,Healthcare Services & Equipment,2593461313.35,0.276411,-10.509,0.14975,12.499891
LGND.OQ,Ligand Pharmaceuticals Inc,Pharmaceuticals & Medical Research,1265850550.8,0.038533,7.96,0.12845,8.733782
LNW.OQ,Light & Wonder Inc,Cyclical Consumer Services,7201990892.04,0.233354,52.909,3.93333,6.913044
LWLG.OQ,Lightwave Logic Inc,Technology Equipment,479236490.9,0.074682,,0.0,20.108531
LII.N,Lennox International Inc,Industrial Goods,15308025749.25,0.077997,21.26,,5.963309
LLY.N,Eli Lilly and Co,Pharmaceuticals & Medical Research,610328608812.04,0.074356,14.62,1.52478,8.170834
LMB.OQ,Limbach Holdings Inc,Industrial & Commercial Services,435515521.92,0.086972,,0.32577,11.22635
LECO.OQ,Lincoln Electric Holdings Inc,Industrial Goods,12152083913.2,0.04283,16.829,1.16414,7.263737
LIN.OQ,Linde PLC,Chemicals,198281417535.12,0.032723,7.679,0.44754,3.790996
LNN.N,Lindsay Corp,Industrial Goods,1426079406.08,0.047662,,0.25324,7.320995
LGFb.N,Lions Gate Entertainment Corp,Cyclical Consumer Services,2333441437.39,1.545757,,5.15386,16.654303
LGFa.N,Lions Gate Entertainment Corp,Cyclical Consumer Services,2333441437.39,1.545757,-26.77,5.15386,17.282317
LQDA.OQ,Liquidia Corp,Pharmaceuticals & Medical Research,853751913.0,0.275412,,0.22374,17.721159
LAD.N,Lithia Motors Inc,Retailers,7863983178.88,0.391343,9.619,1.46894,12.540444
LFUS.OQ,Littelfuse Inc,Technology Equipment,5976201781.68,0.085582,11.95,0.45376,7.455296
LIVN.OQ,LivaNova PLC,Healthcare Services & Equipment,2757647582.94,0.494836,5.75,0.4484,
LYV.N,Live Nation Entertainment Inc,Cyclical Consumer Services,20881297137.6,0.156159,1.919,,8.755193
LOB.N,Live Oak Bancshares Inc,Banking & Investment Services,1828197253.5,0.182919,1.95,0.10259,17.780427
LPSN.OQ,LivePerson Inc,Software & IT Services,278097174.88,2.372728,-19.839,10.87098,43.223799
RAMP.N,Liveramp Holdings Inc,Software & IT Services,2513122141.88,0.026287,4.62,0.0,9.590328
LKQ.OQ,LKQ Corp,Automobiles & Auto Parts,12587824925.76,0.138128,8.679,0.48707,5.476306
LNC.N,Lincoln National Corp,Insurance,4713206804.16,0.575737,-0.24,1.56827,19.535495
LMT.N,Lockheed Martin Corp,Industrial Goods,114914362813.7,0.07378,11.05,1.67785,4.544326
L.N,Loews Corp,Insurance,15868655633.36,0.064832,,0.62855,5.414318
LPX.N,Louisiana-Pacific Corp,Applied Resources,4976635654.03,0.105484,40.579,0.24145,13.080132
LOW.N,Lowe's Companies Inc,Retailers,125897899266.0,0.097398,19.769,,6.826687
LPLA.OQ,LPL Financial Holdings Inc,Banking & Investment Services,17463054304.29,0.068578,10.72,1.30244,9.172626
LXU.N,LSB Industries Inc,Chemicals,588807141.12,0.349304,,1.41195,8.979062
LYTS.OQ,LSI Industries Inc,Cyclical Consumer Products,404611071.51,0.050766,,0.20523,11.642632
LTC.N,LTC Properties Inc,Real Estate,1364515284.35,0.716402,6.29,0.92695,4.367702
LCID.OQ,Lucid Group Inc,Automobiles & Auto Parts,6879734827.135,0.74872,,0.48126,18.380051
LULU.OQ,Lululemon Athletica Inc,Cyclical Consumer Products,58108632792.84,0.009138,24.44,0.00273,9.301782
LUMN.N,Lumen Technologies Inc,Telecommunications Services,1604148681.78,4.426635,3.02,1.97106,19.864708
LITE.OQ,Lumentum Holdings Inc,Technology Equipment,3396900000.0,0.175343,7.17,2.07376,12.069139
LAZR.OQ,Luminar Technologies Inc,Automobiles & Auto Parts,1269620640.435,0.932209,-35.56,,20.073495
LVS.N,Las Vegas Sands Corp,Cyclical Consumer Services,37374654792.97,0.199007,-4.36,4.11698,6.413683
LXP.N,LXP Industrial Trust,Real Estate,2791733845.5,0.320975,2.66,0.6588,7.048859
LYEL.OQ,Lyell Immunopharma Inc,Pharmaceuticals & Medical Research,559149108.96,0.131579,-17.699,0.0,21.292613
LYFT.OQ,Lyft Inc,Software & IT Services,5061714973.84,0.208699,4.54,2.24991,16.335188
LYB.N,LyondellBasell Industries NV,Chemicals,30629482224.39,0.103642,11.22,0.89742,8.029847
MTB.N,M&T Bank Corp,Banking & Investment Services,22086001115.64,0.165221,1.06,0.32262,9.950345
MHO.N,M/I Homes Inc,Cyclical Consumer Products,3618358463.46,0.083245,,0.45308,9.819363
MAC.N,Macerich Co,Real Estate,3380381897.13,1.16498,-0.82,1.59103,15.681389
MTSI.OQ,MACOM Technology Solutions Holdings Inc,Technology Equipment,6059231692.0,0.038259,12.369,0.51644,8.114984
M.N,Macy's Inc,Retailers,5081319408.42,0.381181,7.04,0.73812,21.063003
MSGE.N,Madison Square Garden Entertainment Corp,Cyclical Consumer Services,1541751878.92,0.57692,3.24,,
MDGL.OQ,Madrigal Pharmaceuticals Inc,Pharmaceuticals & Medical Research,4655315926.8,0.312252,,0.27906,21.035055
MGNI.OQ,Magnite Inc,Cyclical Consumer Services,1261336942.8,0.213993,3.38,0.91793,25.298862
MGY.N,Magnolia Oil & Gas Corp,Energy - Fossil Fuels,4223824753.2,0.05578,41.39,0.2477,9.942162
MMYT.OQ,MakeMyTrip Ltd,Cyclical Consumer Services,5025277896.55,0.022398,-0.61,0.27044,7.815637
MBUU.OQ,Malibu Boats Inc,Cyclical Consumer Products,1043730608.55,0.09549,22.06,0.0,10.440146
MANU.N,Manchester United PLC,Cyclical Consumer Services,3497880269.68,0.667863,-2.2,5.98534,13.002442
MANH.OQ,Manhattan Associates Inc,Software & IT Services,12965622064.2,0.006694,31.51,0.0,7.602573
MTW.N,Manitowoc Company Inc,Industrial Goods,557501126.7,0.204376,2.229,0.717,11.625875
MNKD.OQ,MannKind Corp,Pharmaceuticals & Medical Research,921945316.68,0.582844,,,13.719711
MAN.N,ManpowerGroup Inc,Industrial & Commercial Services,3753885192.55,0.135651,4.75,0.4031,7.496616
MRO.N,Marathon Oil Corp,Energy - Fossil Fuels,13694788177.2,0.118337,16.67,0.5218,11.161371
MARA.OQ,Marathon Digital Holdings Inc,Financial Technology (Fintech) & Infrastructure,4225423695.74,0.178561,,2.02665,33.4192
MPC.N,Marathon Petroleum Corp,Energy - Fossil Fuels,59787133236.42,0.10578,15.41,0.96338,9.89375
MRVI.OQ,Maravai LifeSciences Holdings Inc,Pharmaceuticals & Medical Research,1635850103.58,0.561719,21.879,0.96739,16.640853
MCS.N,Marcus Corp,Cyclical Consumer Services,436767490.12,0.206654,,0.43398,7.831811
MMI.N,Marcus & Millichap Inc,Real Estate,1438653646.12,0.071115,,0.0,10.750332
HZO.N,MarineMax Inc,Cyclical Consumer Products,758303044.38,0.250515,6.19,1.04828,11.813873
MRNS.OQ,Marinus Pharmaceuticals Inc,Pharmaceuticals & Medical Research,534821093.8,0.423967,,0.63433,20.177193
MKL.N,Markel Group Inc,Insurance,18900388654.56,0.104161,2.91,0.32674,6.982094
MKTX.OQ,Marketaxess Holdings Inc,Banking & Investment Services,10195807403.04,0.067162,15.949,0.0,10.22532
MQ.OQ,Marqeta Inc,Financial Technology (Fintech) & Infrastructure,3266788418.1,0.063825,-10.259,,16.666482
MAR.OQ,Marriott International Inc,Cyclical Consumer Services,66227398974.0,0.055229,8.65,17.71831,6.707679
VAC.N,Marriott Vacations Worldwide Corp,Cyclical Consumer Services,2983089879.97,0.930498,19.03,2.01362,10.329687
MMC.N,Marsh & McLennan Companies Inc,Insurance,96612613697.66,0.026162,6.82,1.09268,4.895882
MRTN.OQ,Marten Transport Ltd,Transportation,1617235373.52,0.021462,,0.0,7.45554
MLM.N,Martin Marietta Materials Inc,Mineral Resources,30648934996.68,0.070075,5.28,0.73076,8.223466
MRVL.OQ,Marvell Technology Inc,Technology Equipment,56780360000.0,0.078735,8.169,0.28727,14.623468
MAS.N,Masco Corp,Cyclical Consumer Products,15104421292.08,0.091367,16.26,,8.163616
MASI.OQ,Masimo Corp,Healthcare Services & Equipment,6252177764.88,0.197598,,0.71454,15.656395
DOOR.N,Masonite International Corp,Cyclical Consumer Products,1898578199.43,0.231547,9.859,1.2234,7.770616
MTZ.N,MasTec Inc,Industrial & Commercial Services,5665805721.84,0.469678,2.859,1.17783,17.551477
MBC.N,MasterBrand Inc,Cyclical Consumer Products,1841856422.42,0.115308,,0.97008,14.442791
MA.N,Mastercard Inc,Software & IT Services,402399707775.1,0.033612,27.079,2.22658,4.116921
MCFT.OQ,Mastercraft Boat Holdings Inc,Cyclical Consumer Products,364794820.74,0.08528,,0.27961,11.813797
MTDR.N,Matador Resources Co,Energy - Fossil Fuels,6592926251.44,0.245988,25.769,0.3734,16.572524
MTCH.OQ,Match Group Inc,Software & IT Services,10024410517.2,0.230803,7.96,,15.796657
MTRN.N,Materion Corp,Mineral Resources,2515688800.52,0.086837,,0.55918,9.812873
MATV.N,Mativ Holdings Inc,Chemicals,709486901.2,1.266312,,1.45205,11.519272
MATX.N,Matson Inc,Transportation,3955676462.4,0.059039,,0.21969,9.539413
MAT.OQ,Mattel Inc,Cyclical Consumer Products,6446495315.0,0.107474,7.15,1.131,8.254026
MTTR.OQ,Matterport Inc,Software & IT Services,712188571.23,0.103072,-17.16,,16.269523
MATW.OQ,Matthews International Corp,Personal & Household Products & Services,1054333509.7,0.128514,,1.50319,8.700378
MAXN.OQ,Maxeon Solar Technologies Ltd,Renewable Energy,290290286.0,0.993747,-23.079,10.15117,28.305497
MMS.N,Maximus Inc,Industrial & Commercial Services,4953637347.54,0.088284,,0.74947,8.510617
MXL.OQ,Maxlinear Inc,Technology Equipment,1733164896.25,0.157962,30.679,0.18001,17.108754
MKC.N,McCormick & Company Inc,Food & Beverages,17789501177.1,0.07733,5.25,1.10022,10.495332
MCD.N,McDonald's Corp,Cyclical Consumer Services,212866125544.1,0.023477,14.39,,5.751968
MGRC.OQ,McGrath RentCorp,Industrial & Commercial Services,2691390005.5,0.134781,,0.51464,6.458531
MCK.N,Mckesson Corp,Pharmaceuticals & Medical Research,64577885220.2,0.05435,5.87,,5.500349
MDC.N,MDC Holdings Inc,Cyclical Consumer Products,4027240177.26,0.100088,10.89,0.5396,9.332643
MDU.N,MDU Resources Group Inc,Utilities,3968911889.77,0.113652,,0.67022,4.49981
MED.N,Medifast Inc,Food & Beverages,666300464.34,0.047502,,,10.753361
MEDP.OQ,Medpace Holdings Inc,Pharmaceuticals & Medical Research,8797861604.28,0.024676,16.289,0.1294,10.437815
MDT.N,Medtronic PLC,Healthcare Services & Equipment,116238379867.62,0.059775,7.74,0.47324,7.296967
MELI.OQ,MercadoLibre Inc,Software & IT Services,83857036877.46,0.032624,4.04,2.60427,8.982834
MERC.OQ,Mercer International Inc,Applied Resources,654604681.44,0.830141,9.73,1.61409,7.881779
MRK.N,Merck & Co Inc,Pharmaceuticals & Medical Research,300611158454.92,0.121586,17.69,0.66733,5.724886
MCY.N,Mercury General Corp,Insurance,2156705396.65,0.276969,,0.26404,8.127148
MRCY.OQ,Mercury Systems Inc,Industrial Goods,1915834288.32,0.268448,2.419,0.32649,13.141491
MLNK.N,MeridianLink Inc,Financial Technology (Fintech) & Infrastructure,1834857626.19,0.217057,2.75,0.73721,11.271111
MMSI.OQ,Merit Medical Systems Inc,Healthcare Services & Equipment,4562286498.0,0.043646,,0.17302,9.018984
MTH.N,Meritage Homes Corp,Cyclical Consumer Products,6266832338.58,0.085189,18.76,0.29133,9.98849
MRUS.OQ,Merus NV,Pharmaceuticals & Medical Research,1881512408.26,0.072425,,0.0,13.62646
MLAB.OQ,Mesa Laboratories Inc,Healthcare Services & Equipment,517390026.96,0.429001,0.54,0.46577,11.66463
META.OQ,Meta Platforms Inc,Software & IT Services,962387894506.68,0.047676,13.189,0.0844,7.638191
MEI.N,Methode Electronics Inc,Technology Equipment,729432238.74,0.271371,,0.3264,11.646937
MET.N,MetLife Inc,Insurance,50947293462.07,0.12835,0.78,1.32636,12.199754
MCB.N,Metropolitan Bank Holding Corp,Banking & Investment Services,551255786.07,0.263081,1.409,0.48332,27.839885
MTD.N,Mettler-Toledo International Inc,Healthcare Services & Equipment,25636325428.56,0.063745,26.42,81.25414,7.087948
MFA.N,MFA Financial Inc,Real Estate,1178146613.32,1.429748,-2.9,3.42547,10.753619
MGEE.OQ,MGE Energy Inc,Utilities,2573385409.2,0.054925,,0.67322,4.002249
MTG.N,MGIC Investment Corp,Insurance,5371522437.84,0.044934,13.369,0.14276,6.914978
MGM.N,MGM Resorts International,Cyclical Consumer Services,14472887852.97,0.32565,-2.55,1.8379,8.603684
MGPI.OQ,MGP Ingredients Inc,Food & Beverages,2011171922.55,0.088495,,0.30846,7.219064
MCHP.OQ,Microchip Technology Inc,Technology Equipment,46210678902.18,0.10832,20.59,0.98869,8.579288
MU.OQ,Micron Technology Inc,Technology Equipment,90951052623.2,0.138991,-7.45,0.30213,6.194449
MSFT.OQ,Microsoft Corp,Software & IT Services,2887210946946.63,0.016101,18.87,0.31182,5.931881
MSTR.OQ,Microstrategy Inc,Software & IT Services,6638589542.16,0.636244,,,24.59648
MVIS.OQ,MicroVision Inc,Technology Equipment,461665355.49,0.139009,,0.00023,26.368497
MAA.N,Mid-America Apartment Communities Inc,Real Estate,15639625759.03,0.121778,5.629,0.73267,6.795438
MIDD.OQ,Middleby Corp,Industrial Goods,7489974437.35,0.1237,7.44,0.97304,8.365363
MSEX.OQ,Middlesex Water Co,Utilities,1096002138.8,0.11872,,0.90736,8.510744
MLKN.OQ,MillerKnoll Inc,Industrial & Commercial Services,1854681031.26,0.27275,,0.9762,15.741157
MDXG.OQ,MiMedx Group Inc,Pharmaceuticals & Medical Research,936431527.32,0.117169,,,24.292058
MTX.N,Minerals Technologies Inc,Chemicals,2179462304.2,0.178872,,0.67255,9.115374
MRTX.OQ,Mirati Therapeutics Inc,Pharmaceuticals & Medical Research,4158356011.68,0.144483,-53.079,,19.348135
MIR.N,Mirion Technologies Inc,Industrial Goods,2192563034.98,0.130398,,0.57703,11.350882
MIRM.OQ,Mirum Pharmaceuticals Inc,Pharmaceuticals & Medical Research,1272103537.46,0.157961,-41.899,,10.390461
MCW.N,Mister Car Wash Inc,Personal & Household Products & Services,2650749922.24,0.416839,,1.13749,15.531456
MITK.OQ,Mitek Systems Inc,Software & IT Services,550722066.0,0.09416,,0.759,9.642207
MKSI.OQ,MKS Instruments Inc,Industrial Goods,6775460328.45,0.572371,7.45,1.09904,13.158289
MBLY.OQ,Mobileye Global Inc,Technology Equipment,24240868976.78,0.0362,3.77,,14.944656
MODN.N,Model N Inc,Software & IT Services,1055822524.8,0.106064,,2.42812,12.843661
MRNA.OQ,Moderna Inc,Pharmaceuticals & Medical Research,40397039376.2,0.216491,33.1,0.05611,17.702689
MOD.N,Modine Manufacturing Co,Automobiles & Auto Parts,3354998450.96,0.107885,,0.59497,15.512656
MODV.OQ,ModivCare Inc,Healthcare Services & Equipment,553421411.55,2.696467,5.209,2.76222,19.715094
MC.N,Moelis & Co,Banking & Investment Services,3785420357.6,0.132657,12.22,0.00172,13.786473
MHK.N,Mohawk Industries Inc,Cyclical Consumer Products,6486027588.6,0.233665,5.81,0.35189,11.198618
MOH.N,Molina Healthcare Inc,Healthcare Services & Equipment,22181984000.0,0.066565,8.55,0.8141,5.637891
TAP.N,Molson Coors Beverage Co,Food & Beverages,12868850407.4,0.075019,3.339,0.51714,6.220354
MCRI.OQ,Monarch Casino & Resort Inc,Cyclical Consumer Services,1263223332.5,0.061482,12.65,0.01242,5.887792
MNDY.OQ,Monday.Com Ltd,Software & IT Services,9207001834.29,0.01896,-3.379,0.0,17.19397
MDLZ.OQ,Mondelez International Inc,Food & Beverages,99508685175.2,0.043074,5.919,0.85307,7.029038
MDB.OQ,MongoDB Inc,Software & IT Services,28264040481.24,0.062397,2.57,1.6079,12.42006
MPWR.OQ,Monolithic Power Systems Inc,Technology Equipment,27729549120.0,0.012578,32.92,,14.320503
MNRO.OQ,Monro Inc,Retailers,886454508.52,0.225964,,0.63357,11.097897
MNST.OQ,Monster Beverage Corp,Food & Beverages,61438061599.4,0.007405,14.8,0.00122,8.19552
MEG.N,Montrose Environmental Group Inc,Industrial & Commercial Services,844364289.64,0.287563,-5.929,0.55809,18.136737
MCO.N,Moody's Corp,Industrial & Commercial Services,69501570000.0,0.11865,10.9,2.93331,6.207599
MOGa.N,Moog Inc,Industrial Goods,4787438917.59,0.148137,,0.5745,7.225557
MLTX.OQ,MoonLake Immunotherapeutics,Pharmaceuticals & Medical Research,3494532840.7,0.057452,,0.0,29.379213
MS.N,Morgan Stanley,Banking & Investment Services,147225648726.0,0.269744,0.89,3.46064,8.864101
MORN.OQ,Morningstar Inc,Industrial & Commercial Services,11709565605.54,0.086128,,0.91923,11.914604
MORF.OQ,Morphic Holding Inc,Pharmaceuticals & Medical Research,1382357025.14,0.070626,,,33.262594
MOS.N,Mosaic Co,Chemicals,10713666214.9,0.160664,17.32,0.30047,11.188582
MSI.N,Motorola Solutions Inc,Technology Equipment,52497491806.66,0.063152,14.24,51.85345,4.510624
MOV.N,Movado Group Inc,Cyclical Consumer Products,435777252.783116,0.04016,,0.0,6.780166
MP.N,MP Materials Corp,Mineral Resources,3163329881.82,0.15563,15.53,0.51686,15.216947
MPW.N,Medical Properties Trust Inc,Real Estate,2054570000.0,3.536233,4.49,1.19522,21.057054
COOP.OQ,Mr Cooper Group Inc,Banking & Investment Services,4091244507.16,0.283288,1.0,1.82968,10.15497
MRC.N,MRC Global Inc,Industrial Goods,849763172.16,0.26537,,0.88083,12.364467
MSA.N,MSA Safety Inc,Industrial & Commercial Services,6490671076.23,0.099999,,0.62253,6.893836
MSM.N,MSC Industrial Direct Co Inc,Industrial Goods,5412181232.48,0.059428,13.419,0.30715,7.063348
MSCI.N,MSCI Inc,Industrial & Commercial Services,43141080497.4,0.047992,17.71,,7.498608
MSGS.N,Madison Square Garden Sports Corp,Cyclical Consumer Services,4273154935.2,0.194015,3.65,,7.161074
MLI.N,Mueller Industries Inc,Industrial Goods,5145152861.2,0.02158,,0.00113,7.307318
MWA.N,Mueller Water Products Inc,Industrial Goods,2163713151.6,0.110922,,0.62881,8.59029
MPLN.N,Multiplan Corp,Industrial & Commercial Services,811857818.75,2.735933,-7.35,2.65568,17.851469
MUR.N,Murphy Oil Corp,Energy - Fossil Fuels,6036810350.28,0.135366,8.55,0.36598,12.072803
MUSA.N,Murphy Usa Inc,Energy - Fossil Fuels,8034419675.91,0.077947,16.469,2.8202,5.095785
MYRG.OQ,MYR Group Inc,Industrial & Commercial Services,2322625226.0,0.060294,,0.07853,9.146439
MYGN.OQ,Myriad Genetics Inc,Healthcare Services & Equipment,1759190469.87,0.360646,-7.679,0.0,14.315662
NABL.N,N-Able Inc,Software & IT Services,2456714350.79,0.069503,5.79,0.52485,8.030002
NBR.N,Nabors Industries Ltd,Energy - Fossil Fuels,753968062.14,0.556644,-6.83,7.01881,19.790858
NNOX.OQ,Nano-X Imaging Ltd,Healthcare Services & Equipment,330229471.0,0.090109,,0.01607,34.723019
NSSC.OQ,NAPCO Security Technologies Inc,Technology Equipment,1203852975.78,0.025601,,0.0,18.601019
NDAQ.OQ,Nasdaq Inc,Banking & Investment Services,32846592970.1,0.058252,6.459,0.87774,5.078377
NTRA.OQ,Natera Inc,Healthcare Services & Equipment,7316036282.32,0.07939,-41.64,0.51294,15.205415
NBHC.N,National Bank Holdings Corp,Banking & Investment Services,1324660721.04,0.091759,0.91,0.42035,9.42723
NSA.N,National Storage Affiliates Trust,Real Estate,3173672502.4,0.35726,,2.49598,8.705556
EYE.OQ,National Vision Holdings Inc,Retailers,1620466769.49,0.346485,2.28,0.6298,29.828001
NWLI.OQ,National Western Life Group Inc,Insurance,1757397546.6,0.091983,,0.0,12.387754
FIZZ.OQ,National Beverage Corp,Food & Beverages,4691117631.58,0.026071,,0.0,6.764063
NFG.N,National Fuel Gas Co,Utilities,4626374643.44,0.097496,5.9,0.90167,5.079422
NHI.N,National Health Investors Inc,Real Estate,2456562902.19,0.233001,5.7,0.90339,5.480785
NAVI.OQ,Navient Corp,Banking & Investment Services,2036331296.12,0.506727,0.61,22.47094,11.265725
NVTS.OQ,Navitas Semiconductor Corp,Technology Equipment,1169098063.7,0.125045,-10.39,0.0,16.027886
NBTB.OQ,NBT Bancorp Inc,Banking & Investment Services,1871271874.32,0.1372,1.29,0.67142,8.812313
NCNO.OQ,nCino Inc,Software & IT Services,3968709428.64,0.064449,-1.48,0.08337,13.604011
VYX.N,NCR Voyix Corp,Software & IT Services,2129296000.0,0.682927,3.109,3.83649,10.039056
NNI.N,Nelnet Inc,Banking & Investment Services,3099351245.76,0.323423,2.06,4.57561,3.884074
NGMS.OQ,NeoGames SA,Software & IT Services,943038279.72,0.166386,-6.589,1.51859,18.12857
NEOG.OQ,Neogen Corp,Healthcare Services & Equipment,3936338981.28,0.165706,,0.28251,14.825952
NEO.OQ,Neogenomics Inc,Healthcare Services & Equipment,2016509272.4,0.329432,,0.53645,17.979638
NRDS.OQ,NerdWallet Inc,Banking & Investment Services,1087828965.1,0.125633,,0.0,26.53664
NRDY.N,Nerdy Inc,Software & IT Services,526946376.97,0.093765,-26.99,,17.367201
NPWR.N,NET Power Inc,Industrial Goods,2068864402.85,0.620714,,0.0,13.076373
NTAP.OQ,NetApp Inc,Technology Equipment,17856710843.49,0.059354,12.4,2.06126,7.385787
NFLX.OQ,Netflix Inc,Software & IT Services,215408425895.04,0.060331,9.64,0.6908,13.535636
NTGR.OQ,NETGEAR Inc,Technology Equipment,413926200.9,0.094066,,,12.38692
NTCT.OQ,Netscout Systems Inc,Software & IT Services,1571854273.92,0.076822,,0.04927,8.603408
NTST.N,Netstreit Corp,Real Estate,1277155735.57,0.322358,,0.47118,6.654292
NBIX.OQ,Neurocrine Biosciences Inc,Pharmaceuticals & Medical Research,12972201393.69,0.022799,27.829,0.09919,7.739953
NVRO.N,Nevro Corp,Healthcare Services & Equipment,666181108.0,0.263642,0.51,0.57697,17.612491
